news,class_international,class_sci-tech & agri,class_sport,class_sunday magazine
"ong Kong’s oldest university covered up one of the last public tributes to the deadly 1989 Tiananmen Square crackdown on Saturday, as Beijing continues to muzzle dissent in the financial hub.Hong Kong was the only place in China where mass remembrance of Tiananmen was tolerated, but authorities have driven such activities underground after imposing a sweeping national security law on the city.The University of Hong Kong (HKU) last month removed a famous statue commemorating pro-democracy protesters killed by Chinese troops around Tiananmen Square. At least two other local universities removed artworks in public areas marking the crackdown that same week. An
AFP
reporter saw construction workers covering the calligraphy, which read: “The heroic spirit of martyrs slaughtered in cold blood will live forever, the fire of democracy that overcomes evil will never be put out”.
Created by HKU students shortly after the crackdown, it had adorned the campus for more than three decades according to local media.A spokesperson told reporters that the university “regularly conducts maintenance works at various locations and facilities, with the above site being one such project”.
Ou",1,0,0,0
"Dire straits: The biggest concern for students involve clinical subjects and learning surgery. File Photo
| Photo Credit: STR
Two years on after thousands of Indian medical students saw their education in China abruptly put on hold amid the COVID-19 outbreak, students are still in the dark about when they can return and are growing increasingly desperate about their future. Students from half a dozen medical colleges in China, who have remained in India over the past two years, told
The Hindu
in interviews that they have been given no information about when they can return and that their online classes have left them unprepared as some face imminent graduation having missed out on practical training that is a crucial component of medical education.
 “Some of us are going to graduate with degrees that are only on paper, while we have wasted our family’s savings,” said one student enrolled in a college in Tianjin. The students
The Hindu
spoke to were all enrolled in the 45 universities authorised by China to offer MBBS degrees to foreign students taught in English. There are around 23,000 Indian medical students enrolled in Chinese programmes. The students interviewed are not being named as they were concerned about jeopardising their return to their universities.
In late January 2020, colleges across China closed amid the COVID-19 outbreak. Many students were in India during their winter holidays, and have remained in the country since. Others returned home as the outbreak spread, particularly those studying in Wuhan and in Hubei province, which is an important centre of medical teaching in China. India’s first confirmed COVID-19 case, on January 30, 2020, was a medical student from Kerala who returned from Wuhan.Online classesOver the past two years, students have had online classes which are used to teach theory, but clinical subjects remain untaught. Even a virtual theoretical education hasn’t been without hiccups. After the border crisis with China and the subsequent banning of 200 Chinese apps, students have to use sometimes unreliable virtual private network software to access apps where lectures are streamed. Most have to settle for subsequently downloading videos of lectures, which has meant little opportunity to interact with teachers.“We are slipping into depression,” said one student from Karnataka. “And I’m hearing this from all of my classmates. We face constant questioning from our family, who have helped us pay for this education, about how we are going to become doctors. It is a sense of humiliation for some of us, and we are just confining ourselves to our homes and have stopped socialising.”The biggest concern, students said, involved clinical subjects and learning surgery. The universities in China said they would restructure the curriculum to make up for the absence of practical learning when they return. But students who are graduating in the next two years are running out of time.“We have not even seen a cadaver,” said one student. “And the university’s plan, when we return to China, is for us to practice with a cadaver in the morning and then learn live surgeries in the evening. How is this even possible?”The question of returning to China itself remains uncertain two years into the pandemic. The universities say they have been given no timetable from the Chinese authorities on when they can issue letters needed for visa applications. Indian students have heard that some South Korean and Malaysian postgraduates have been given visas, but none so far from India. “The universities say it is not in their hands and the government has to give permission,” said one student.The students chose China to pursue their medical degrees after they were unable to either secure a highly competitive government seat in India or afford the exorbitant costs of a private education.Preferred destinationChina has gradually replaced Russia and Eastern Europe as a preferred destination, students said, because of a combination of factors: the costs, which vary across Chinese universities; the rapid improvement there in the quality of facilities; and the fact that a one-year internship, offered with the five-year degrees, is recognised in India.Students said those from China also generally fared better than many other foreign countries in clearing the challenging foreign medical graduate exam that foreign graduates are required to take, which in recent years has had a 15% pass rate.After two years of a challenging virtual education, the odds of passing that exam have only grown taller, while students still remain in the dark about when they may be able to return to their colleges and make up for the lost time.Asked about the plight of Indian students, the Chinese Foreign Ministry in November said the government “always attaches high importance to the issue of foreign students coming to China for their studies”.“On the basis of ensuring safety amid COVID-19, we will consider in a coordinated manner arrangement for allowing foreign students to return to China for their studies,” spokesperson Zhao Lijian said.That stand hasn’t changed, while China’s doors to the world still remain closed. For the students, a painful wait continues.
Our code of editorial values 
Printable v",1,0,0,0
" pregnant New Zealand journalist says she turned to the Taliban for help and is now stranded in Afghanistan after her home country has prevented her from returning due to a bottleneck of people in its coronavirus quarantine system. In a column published in
The New Zealand Herald
on Saturday, Charlotte Bellis said it was “brutally ironic” that she’d once questioned the Taliban about their treatment of women and she was now asking the same questions of her own government.
“When the Taliban offers you — a pregnant, unmarried woman — safe haven, you know your situation is messed up,” Ms. Bellis wrote in her column.New Zealand has managed to keep the spread of the virus to a minimum during the pandemic.But the nation’s requirement that even returning citizens spend 10 days isolating in quarantine hotels run by the military has led to a backlog of thousands of people wanting to return home vying for spots.She said she sent 59 documents to New Zealand authorities in Afghanistan but they rejected her application for an emergency return.Ms. Bellis said that pregnancy can be a death sentence in Afghanistan because of the poor state of maternity care and lack of surgical capabilities.
Our code of editor",1,0,0,0
"urkey’s President has ordered that steps be taken against media like TV programmes that are deemed contrary to Turkey’s “fundamental values.”Turkish President Recep Tayyip Erdogan, in a circular posted Saturday on the Official Gazette, said the decision aims to eliminate the harmful effects of television programmes with foreign content.Children and youth will be protected from “messages conveyed through certain symbols,” the decision stated, without elaborating.Ilhan Tasci, a member of the media watchdog from the main Opposition party, called the move “the censorship circular” and said it violates the constitution that promises to protect press freedom.Reporters Without Borders ranks Turkey at 153 out of 180 countries in its World Press Freedom Index of 2021. At least 34 media employees are currently behind bars. The circular follows the launch of
Fox TV
's Turkish adaptation of the international show “
The Masked Singer
,” where celebrities perform in costume to hide their identities. The show has been criticised online for alleged Satanic and pagan content.

Our code of ",1,0,0,0
"linding snow whipped up by near-hurricane force winds pummeled the eastern United States on Saturday, as one of the strongest winter storms in years triggered severe weather alerts, transport chaos and power outages across a region of some 70 million people.With multiple blizzard warnings in effect, cities like New York and Boston bore the brunt of the storm, which the National Weather Service (NWS) confirmed on Saturday morning had intensified into a “bomb cyclone” — characterised by the explosive power of rapid drops in atmospheric pressure. Coastal areas were expected to receive more than 30 centimeters of snow by the end of the day, and as much as three feet in parts of Massachusetts, where nearly 1,17,000 homes were already reported without power.In Long Island, officials said a woman had been found dead in her car by a snowplow operator.25 centimeters of snow had already accumulated on the island north of Manhattan, and regional train lines were partially shut down to clear ice off the tracks.More than 3,500 flights were canceled for Saturday traveling within, into or out of the United States.
Our code o",1,0,0,0
"urope’s fears of losing Russian gas supplies in the Ukraine crisis will loom large when Qatar’s Emir meets the U.S. President on Monday but the powerful Gulf ruler has no “magic wand”, analysts say.Sheikh Tamim bin Hamad Al-Thani will ensure some kind of assistance, however, as he seeks a bigger share of the European market for Qatar’s burgeoning offshore gas production and to score valuable points over its neighbours in becoming the key U.S. ally in the Gulf.The sheikh, whose tiny country has increased its diplomatic initiatives to match its status as an energy colossus, has the Ukraine crisis, efforts to engage the hardline Taliban administration in Afghanistan and backroom talks on reviving a nuclear accord with Iran on the agenda for his White House meeting with U.S. President Joe Biden.Gas supplies are one of the key areas that Europe fears could be cut if Russia decides to take military action in Ukraine.“Talks are going on” over diverting some liquefied natural gas from Asian markets to Europe if President Putin cuts supplies to western Europe, a Qatari official said ahead of the meeting.
Our code of editori",1,0,0,0
"Venezuela's President Nicolas Maduro speaks during a ceremony marking the opening of the new court term, in Caracas, Venezuela January 27, 2022. REUTERS/Leonardo Fernandez Viloria
| Photo Credit: Leonardo Fernandez Viloria
A retired Venezuelan army general says CIA officials were aware of his efforts to oust Nicolás Maduro — a role he says should immediately debunk criminal charges that he worked alongside the socialist leader to flood the U.S. with cocaine. The stunning accusation came in a court filing late on Friday by attorneys for Cliver Alcalá.AP
Our code of editorial value",1,0,0,0
,1,0,0,0
"Forging ties: Chinese President Xi Jinping, right, with Egyptian President Abdel Fattah el-Sisi in Beijing on Saturday. AP
| Photo Credit: SHEN HONG
Hosting more than two dozen visiting world leaders in a banquet in Beijing on Saturday, China’s President Xi Jinping called for countries “to practice true multilateralism” and “uphold the international system centred on the United Nations”.Reading between the lines of the message, carefully couched in diplomatic language, was a thinly veiled criticism of the U.S., which China has accused, particularly in the wake of recently deteriorating relations, of practicing “hegemony” and undermining the UN-centred order. That message was conveyed recently in more explicit terms by the country’s Foreign Minister Wang Yi, who in his end-of-year review of China’s foreign policy contrasted Mr. Xi “pointing out unequivocally that there is but one international order, that is the international system with the UN at its core” with “a certain country’s interference in the internal affairs of other countries in the name of democracy and human rights, and the fabrication of false narratives of democracy versus authoritarianism”.The banquet for visiting leaders, which followed Friday’s opening ceremony of the Winter Olympics, was attended by Russian President Vladimir Putin, Egypt’s President Abdel Fattah al-Sisi, Saudi Arabia’s Crown Prince Mohammed bin Salman, five Central Asian Presidents, Singapore President Halimah Yacob, and Pakistan Prime Minister Imran Khan.The list of who wasn’t present was just as revealing. Ahead of the games, the U.S., U.K., Australia, Japan and Canada were among countries that announced a “diplomatic boycott” — their athletes are participating — citing China’s human rights violations in Xinjiang.India initially did not join the boycott and in November expressed support for the Games along with Russia following a meeting of the foreign ministers of Russia, India and China. That changed on Thursday when India said it would not send an official to attend the opening ceremony to protest China’s decision to select a PLA regiment commander involved in the June 15, 2020 Galwan Valley clash as one of the Olympic torchbearers.While China has hit out at the U.S. for “politicising” the Games, the event has at the same time offered for Beijing an important diplomatic platform, as Saturday’s banquet underlined, after two years of a pause in its diplomatic activity, which was limited to virtual engagements. Mr. Xi has not left China since mid-January 2020, when he visited Myanmar, and there have been no major incoming foreign visits until the Olympics this month. The Chinese state media highlighted that Mr. Putin was the first foreign leader to confirm his attendance at the Games, and the growing closeness in China-Russia ties has been in focus this week. On Friday, Mr. Xi and Mr. Putin in a lengthy joint statement that followed talks outlined a common position on a range of issues from human rights to attacking NATO’s “expansionism” in Europe and America’s Indo-Pacific strategy in Asia for having a “negative impact” on the region.
Our co",1,0,0,0
"Mangled remains: Burnt buildings in Mingin Township where more than 105 structures were destroyed. AFP
| Photo Credit: HANDOUT
Myanmar villagers and anti-coup fighters have accused troops of burning hundreds of homes in the country’s restive northwest, as the junta seeks to crush resistance to its rule.Mass protests against last year’s coup have been met with a brutal military crackdown, and violence has flared across Myanmar as civilians form “people’s defence forces” (PDF) to oppose the junta.A woman from Bin village in the Sagaing region, which has seen recent clashes, said troops had arrived in the early hours of Monday.“They shelled artillery and fired guns before coming in,” she said on Friday, adding that the sound had sent villagers fleeing.Troops then set fire to around 200 houses, including her own, she said, requesting anonymity.“We could not bring anything with us. We took some warm clothes only, and then we just ran away.”Troops also torched houses in nearby Inn Ma Hte village after a local pro-junta militia was attacked by anti-coup fighters who then fled, according to one of the rebels.“When the PDF left the village, the army burnt it down,” the fighter said, adding that 600 houses had been torched. Local media also reported that hundreds of homes had been razed in the two villages, and images obtained by
AFP
purporting to be of Bin village showed the remains of dozens of burnt-out buildings.
AFP
could not independently verify the reports from the remote region.
Livelihood affectedThe fires consumed properties, motorbikes and carts, said another local who was helping to coordinate aid for those displaced from Inn Ma Hte. “For them, it will be difficult to regain their livelihoods,” he said, requesting anonymity.State-run TV ran a report on Thursday accusing PDF fighters of starting the fires, and published images it claimed showed burnt-out buildings destroyed by “terrorists”",1,0,0,0
"Joe Biden
| Photo Credit: SAUL LOEB
The U.S. State Department is waiving sanctions on Iran’s civilian nuclear programme in a technical step necessary to return to the 2015 nuclear agreement, a senior official said on Friday.The resumption of the waiver, ended by the Donald Trump administration in 2020, “would be essential to ensuring Iran’s swift compliance” if a new deal on controlling Tehran’s nuclear programme can be reached in talks in Vienna, the State Department official said.The waiver allows other countries and companies to participate in Iran’s civilian nuclear programme without triggering U.S. sanctions on them, in the name of promoting safety and non-proliferation.The civilian programme includes Iran’s increasing stockpiles of enriched uranium.“Absent this sanctions waiver, detailed technical discussions with third parties regarding disposition of stockpiles and other activities of nonproliferation value cannot take place,” the official said, insisting on anonymity.The Vienna talks, which include Iran, the United States, Britain, China, France, Germany and Russia, are at a key stage where the parties have to make “critical political decisions,” a senior U.S. official said last week.“The technical discussions facilitated by the waiver are necessary in the final weeks of Joint Comprehensive Plan of Action (JCPOA) talks,” the State Department official said on Friday.The U.S. official insisted that the move was not “part of a quid pro quo,” as the partners in the JCPOA talks await Iran’s response .Not a sweeping measureState Department spokesman Ned Price insisted this U.S. step is a sanctions waiver for the civilian nuclear programme and not broader sanctions relief.Mr. Price wrote on Twitter: “We did NOT provide sanctions relief for Iran and WILL NOT until/unless Tehran returns to its commitments under the JCPOA. We did precisely what the last Administration did: permit our international partners to address growing nuclear nonproliferation and safety risks in Iran.”
Ou",1,0,0,0
"Fun avenues: Rebecca Luo, left, with skiers on the slopes near Beijing. Special Arrangement
Arona Huang, like most Chinese parents, had football and tennis lessons on the weekend schedule for her child.But the destination of choice now for her son Aaron, who is six, is the ski slopes in Beijing’s suburbs, one of dozens that have sprouted in the past five years as China prepared for the Winter Olympic Games, which began on Friday.When Beijing won the bid in 2015, the Chinese government saw both a pride project — securing the distinction of becoming the first city to host both the summer and winter games — and a massive sporting and commercial opportunity.China has never been a winter sport nation. In the past six years, however, there has been a more than 300% increase in the number of skating rinks. The country has in this time also added more than 250 new ski resorts, with the total number now crossing 800.Ms. Huang said skiing was previously the preserve of the rich, given the few options in China and the preference of the wealthy to usually head to Europe. That has now changed.After companies such as the firm where she works began organising annual retreats in ski — and not the usual beach — resorts, she enrolled her child in skiing winter camps. “A day on the slopes,” she said, “is now not much more than buying two tickets to see the Forbidden City”, costing a little over 100 Yuan (around Rs. 1,000) if you have your own equipment.During the COVID-19 pandemic, as China shut its doors to the world — which are still yet to open two years later with stringent travel restrictions — the usual huge outflow of international tourism was instead directed inwards. Among the service industries that capitalised the most, according to tourism data, were ski resorts, with more than 300 million trips in 2021-22 related to winter sports.China’s cold northeast, which receives plenty of snowfall, is home to many of the resorts. But closer to the arid capital, artificial snow is being used in towns like Chongli, which is hosting many of the events this month. Unlike for recreational activities which do not require heavy snowfall, there are strict standards and density requirements for the Olympics. Man-made snow had to be used in the previous two games in South Korea and Russia as well.That has triggered a debate about the environmental impact, with reports estimating that 49 million gallons of water will be used in a part of the country that suffers from water shortages.Organisers point out that is only a small fraction of daily water consumption in Beijing, accounting for less than 2% of the usage in Yanqing district, which is hosting events. In Chongli, the water demand for the games will account for a higher 10% of the normal usage. To mitigate that consumption, conduits have been built in Yanqing to direct the snowmelt to reservoirs, along with a new sewage treatment plant. That is less of a problem in the country’s northeast, in provinces like Jilin, or in Xinjiang in the far west, which is also on a resort-building spree, that receive heavy snow.Novelty and thrillsPart of the attraction for a new generation of winter sports enthusiasts is both the novelty of a new experience and the thrills involved, even if the expenses are higher, albeit decreasing, with the surfeit of new venues. “You have to overcome strong fear when pushing yourself to go down steeper slopes,” said Rebecca Luo, a national certified ski instructor. “But if you do, you find fulfillment.”She said this winter was the busiest by far of the past five seasons she has seen on the country’s slopes. But even after the glare of the Olympics subsides, skiers expect the crowds aren’t likely to thin. At least, that is what China’s latest booming industry is betting on.
Our code ",1,0,0,0
"he largest bloc in the Iraqi parliament, led by powerful Shiite cleric Moqtada Sadr, announced on Saturday a boycott of a session called next week to elect the country’s president.In the 329-member house, the vote for President, a largely ceremonial role traditionally reserved for Iraq’s Kurds in post-Saddam Iraq, primarily pits the incumbent Barham Saleh against his top challenger, former minister Hoshyar Zebari, candidate of the Kurdistan Democratic Party (KDP).Hoshyar Zebari’s candidacy has stirred controversy in the political circles due to years-old corruption accusations against him in court that led to his 2016 dismissal from the post of Finance Minister.
Our cod",1,0,0,0
"U.S. soldiers arrived in Poland on Saturday as part of NATO moves to send in extra troops over fears that Russia could invade Ukraine, a Polish army spokesman told
AFP
.
“The first batch has arrived at the airport in Jesionka” in southwestern Poland, Major Przemyslaw Lipczynski said, adding that the bulk of a contingent of 1,700 U.S. soldiers would come “soon”. He said the soldiers who arrived on Saturday were from the 82nd Division.Washington said last week it would send about 3,000 additional troops to eastern Europe.
Our ",1,0,0,0
"Heads of states and delegates pose for the group photo during the 35th ordinary session of the Assembly of the African Union at the African Union Commission (AUC) headquarters in Addis Ababa, Ethiopia, February 5, 2022. REUTERS/Tiksa Negeri
| Photo Credit: Tiksa Negeri
Palestinian Prime Minister Mohammed Shtayyeh on Saturday urged the African Union to withdraw Israel‘s accreditation as the 55-member bloc opened a two-day summit in Addis Ababa. The dispute began in last July when Commission chair accepted Israel’s accreditation to the bloc.AFP
Our code of ",1,0,0,0
" court in Venezuela has upheld long prison sentences for six American oil executives, known as Citgo 6, detained in the South American country on corruption charges for more than four years. The court didn’t provide any information on its decision.AP
Our code of editorial valu",1,0,0,0
,1,0,0,0
"Consolidated stand:NATO envoys meeting Jens Stoltenberg at the Munich Security Conference on Saturday.AFPAndrew Harnik
| Photo Credit: Andrew Harnik
Western leaders on Saturday said Russia and China were seeking to “replace the existing international rules” with their own order, as Beijing backed Moscow over its showdown with NATO.Russia has all but encircled Ukraine with its huge troop buildup and U.S. President Joe Biden has warned that Vladimir Putin plans an invasion within days.Moscow is using the threat to invade Ukraine to demand a halt to NATO expansion and what it calls “Cold War” ideologies.At a closely choreographed appearance in Beijing for the Winter Olympics, Mr. Putin and his Chinese counterpart Xi Jinping had put up a united front against NATO expansion.“For the first time we now see Beijing joining Moscow in calling on NATO to stop admitting new members,” noted the alliance’s chief Jens Stoltenberg, speaking at the Munich Security Conference.‘Authoritarian model’“It is an attempt to control the fate of free nations, to rewrite the international rulebook and impose their own authoritarian models of governance,” he warned.EU chief Ursula von der Leyen had stronger words, accusing Moscow of a “blatant attempt” to rewrite the global order.Russia and China are seeking to “replace the existing international rules — they prefer the rule of the strongest to the rule of law, intimidation instead of self-determination,” she told the Munich conference.China has in recent years been in the crosshairs of the West over its human rights record, including its alleged abuse of Uighurs, which has also sparked a U.S.-led Western diplomatic boycott of the Winter Olympics.Speaking in Munich on Saturday, German Chancellor Olaf Scholz warned against viewing the world through Cold War lenses, as he assessed that nations are no longer divided into a communist and a capitalist half since the 1990s.“There are now only capitalist countries on the globe, but North Korea. And if you see it like this, the difference between the states is about autocracy, about the way how we rule our countries, about democracy,” he said.“It is absolutely clear that we are going into a world that is multi-polar,” he said, adding that “you can be sure that other upcoming or already great nations of Asia will not accept” any attempts by China or Russia to build up their own spheres of domination or interest.“Not Korea, not Japan, not Vietnam, not Indonesia, not Malaysia,” he warned.
Our ",1,0,0,0
"Mouting pressure:Olaf Scholz, right, and Kamala Harris at the Munich Security Conference in Germany on Saturday.AFPSVEN HOPPE
| Photo Credit: SVEN HOPPE
The chances of reviving the Iran nuclear accord are dwindling and the “moment of truth” has arrived for Tehran’s leadership, German Chancellor Olaf Scholz said on Saturday.“We now have the chance to reach an agreement that will allow sanctions to be lifted. But if we do not succeed very quickly, the negotiations risk failing,” Mr. Scholz told the Munich Security Conference.“The Iranian leadership has a choice. Now is the moment of truth.”The 2015 Iran nuclear agreement had offered Tehran sanctions relief in exchange for curbs on its nuclear programme, but the U.S. unilaterally withdrew in 2018.This in turn prompted Iran to start ramping up its nuclear activities.The outline of a new deal appears to be on the table in talks which have been held in Vienna since late November between signatories Britain, China, France, Germany, Russia — and the United States indirectly.A U.S. State Department spokesperson told
AFP on Thursday that “substantial progress has been made in the last week”.“If Iran shows seriousness, we can and should reach an understanding on mutual return to full implementation of the JCPOA within days,” the spokesperson said, using an acronym for the 2015 deal.But “anything much beyond that would put the possibility of return to the deal at grave risk,” the spokesperson added.Experts believe Iran is only a few weeks away from having enough fissile material to build a nuclear weapon — even if it would take several more complicated steps to create an actual bomb.",1,0,0,0
"Rare forte:For Vivek Mahbubani, humour has become a self-defence mechanism.Special Arrangement
One of stand-up comedian Vivek Mahbubani’s favourite bits in his routine is the one where he has an encounter with a Hong Kong policeman.He recalls how, in an experience that is sadly all-too-familiar for Hong Kong’s minorities, he is stopped yet again for a “random” search on the street. One cop mangles the pronunciation of his name as he checks his ID. As soon as they discover he isn’t foreigner but a Hongkonger fluent in Cantonese, the second cop immediately tries to recruit him, seeing a useful asset in “community outreach”.Beneath this seemingly simple tale is a layered and withering criticism of the discrimination that is rife in Hong Kong, an open secret that most of the majority is somehow oblivious of, yet is part of life for minorities.Most of Hong Kong’s 40,000-plus South Asians will have some story to tell of everyday indignities that they have become inured to, from being routinely stopped at the lobbies of their workplaces or apartments – the assumption is a South Asian entering a building is usually a deliveryman and couldn’t possibly be residing there – to hearing comments passed in Cantonese with the wrong assumption that a “foreigner” couldn’t understand the language.Then there are the “random” stops on the street.If it is an open secret, it is still a secret: discrimination faced by minorities, from South Asians to the many foreign domestic helpers many of whom come from the Philippines and Indonesia, remains rife, but a subject still remains on the margins.Mr. Mahbubani wants to change that. The experience of Indian-Hongkongers is a central theme in many of his routines, which he performs in both Cantonese and English.Born in Hong Kong to a mother from Mumbai and father from Kolkata, Mr. Mahbubani went to a local Chinese school. That gave him fluency in Cantonese, but also an acute sense of his identity and the complications that came with it.“In my whole year, there were maybe three non-Chinese,” he said. “I remember in my first year, another kid raised his hand and asked the teacher, ‘Why is there an alien in our class?’”Humour, he said, became a “self-defence mechanism”. He would respond to stereotypes with jokes.Growing up, his favourite comedians were American stand-ups Jerry Seinfeld and Chris Rock. In university in Hong Kong, Mr. Mahbubani started making notes for a career in stand-up that he thought would remain a a pipe-dream. Everyday life in Hong Kong, and his experience of being a minority, offered no shortage of material. “What speaking Cantonese gave me,” he said, “was that I got to enjoy Hong Kong from a very local point of view, some things foreigners might not get to see, while still not being Chinese. It is like living in two worlds.”A window to societyHe joked that “playing the dumb foreigner” can, on occasion, help – “if you’re caught jaywalking, for instance” — or offer a window to society, such as the instance where a bus-driver was taunting him with insults in Cantonese and then received the shock of his life when, getting off the bus, Mr. Mahbubani thanked him for the ride fluently.At a comedy competition in 2007, he dipped his toes in the waters of stand-up. He ended up winning the Cantonese competition (he won the English competition the following year). More gigs followed, as he juggled his job as a web developer with a passion for comedy, which is now his full-time occupation.Language, he said, has been the key “to breaking down the barrier”. “I joke that in Hong Kong, there are two ways to break the barrier. One, speak the language. Two, help people make money. You help people make money in Hong Kong, and they don’t care what colour your skin is.”Fifteen years on, Mr. Mahbubani feels there is more reflection on stereotypes that were once deeply ingrained. Yet, as the COVID-19 pandemic showed, there is far to go. Last year, a senior official in the Centre for Health Protection caused outrage after blaming South Asians for spreading COVID-19, prompting Hong Kong Chief Executive Carrie Lam to say “there is absolutely no suggestion of the spread of disease relating to race or ethnicity.”“What I hope to do,” Mr. Mahbubani said, “is that at the end of the evening after my set, a lot of the audience will hopefully leave with a different idea. I think they enjoy that I say out loud stuff they may have been thinking, but then joke about how ridiculous some of it is.”And all of this is done with a light touch — his aim isn’t to lecture. “For instance,” he said, “I joke about how people don’t sit next to me on the bus. And I say, ‘Do you guys think this is a bad thing? I love it. Please don’t sit next to me. I love the extra space, you know. ”
Our code of editorial values 
Printable v",1,0,0,0
"thiopia will start generating power from its mega-dam on the Blue Nile on Sunday, government officials told
AFP , a major milestone for the controversial project.The Grand Ethiopian Renaissance Dam (GERD), set to be the largest hydroelectric scheme in Africa, has been at the centre of a regional dispute ever since Ethiopia broke ground there in 2011.“Tomorrow will be the first energy generation of the dam,” an Ethiopian government official said on Saturday.A second official confirmed the information. Both spoke on condition of anonymity because the development has not been officially announced.Downstream concernsEthiopia’s downstream neighbours Egypt and Sudan view the dam as a threat because of their dependence on Nile waters, while Addis Ababa deems it essential for its electrification and development.There was no immediate response from Cairo or Khartoum, which have been pressing Ethiopia to sign a binding agreement on the filling and operation of the dam ever since work first started.The three governments have held multiple rounds of talks. but so far there has been no sign of any breakthrough.The $4.2-billion (3.7-billion-euro) project is ultimately expected to produce more than 5,000 megawatts of electricity, more than doubling Ethiopia’s electricity output.
Our code of editoria",1,0,0,0
"olice aggressively pushed back protesters in Canada’s besieged capital on Saturday, seizing trucks and finally retaking control of the streets in front of the country’s Parliament buildings. Scores of trucks left under the increasing pressure, raising authorities’ hopes for an end to the three-week protest against the country’s COVID-19 restrictions and the government of Prime Minister Justin Trudeau.The street in front of Parliament Hill, the collection of government offices that includes the Parliament buildings, was the heart of the protests.“They are trying to push us all away,” said one protester, Jeremy Glass of Shelburne, Ontario, as authorities forced the crowds to move further from the Parliament building. “The main camp is seized now. We’re no longer in possession of it.”Canadian authorities also announced they had used emergency powers to seize 76 bank accounts connected to protesters, totaling roughly $3.2 million ($2.5 million U.S.).On Saturday, they also closed a bridge into the nation’s capital from Quebec to prevent a renewed influx of protesters.Police said protesters remained aggressive, and pepper spray had been used to protect officers.Around midday, protest organisers said they had ordered truckers to move away from Parliament Hill.“To move the trucks will require time,” organisers said. “We hope that (police) will show restraint.”
Our code of editorial value",1,0,0,0
"Blame game:The U.S. and its allies accuse China of asserting its military might in international waters.File PhotoBULLIT MARQUEZ
| Photo Credit: BULLIT MARQUEZ
The Australian Defence Department said that a Chinese Navy ship fired a laser at one of its surveillance aircraft, putting the lives of the crew in danger.The incident happened on Thursday when the P-8A Poseidon plane detected a laser illuminating the aircraft while in flight over Australia’s northern approaches, the Department said.Such episodes are not uncommon as the U.S. and its allies accuse China of asserting its military might, and have taken steps to challenge Beijing’s growing clout in the western Pacific and elsewhere.The Department said in a statement on Saturday that the laser came from a People’s Liberation Army Navy vessel. It was accompanying another Chinese ship that transited through the Torres Strait. Both ships were now in the Coral Sea, east of Australia, it said.“Illumination of the aircraft by the Chinese vessel is a serious safety incident,” the Defense Department said.Lasers present a serious problem because when aimed at aircraft they can injure pilots or temporarily blind them — which can present safety risks particularly as they are taking off and landing.Past accusationsTwo years ago, the U.S. also accused the Chinese navy of firing a laser at one if its Poseidon planes over the Pacific. China denied it, saying the plane had circled at low altitude over its warship despite repeated warnings.In 2019, Australian navy helicopter pilots reported being were hit by lasers while exercising in the South China Sea, forcing them to land as a precaution.Tensions have ratcheted up particularly in the South China Sea, which Beijing claims almost in its entirety, while the U.S. and its allies insist on freedom of navigation in international waters.
Our code",1,0,0,0
"A person sweeping stones that were blown onto a promenade, in Britain.
| Photo Credit: PETER CZIBORRA
Emergency crews on Saturday battled to restore power to more than one million homes and businesses a day after Storm Eunice carved a deadly trail across Europe and left transport networks in disarray.At least 14 persons were killed by falling trees, flying debris and high winds in Britain, Ireland, the Netherlands, Belgium, Germany and Poland, emergency services said.Train operators in Britain urged people not to travel, after most of the network was shut down when Eunice brought the strongest wind gust ever recorded in England — 196 kmph.France was grappling too with rail disruption and power cuts, as were Ireland and Germany, where the rail operator said “more than 1,000 kilometres” of track had suffered damage.
Our code of e",1,0,0,0
" suicide bomber killed 14 persons in a popular restaurant in the central Somali town of Beledweyne on Saturday, on the eve of a round of voting there, police said.The attack was claimed by the Al-Shabaab Islamist militant group, which has been waging an insurgency in the troubled Horn of Africa nation for years.Security had been tightened in Beledweyne ahead of a first session of voting for parliamentary seats in the constituency, which lies about 340 kilometres north of the capital Mogadishu.“The number of people who have died in the heinous terrorist attack in Beledweyne today has increased from 10 persons to 14 as of now,” local police officer Mohamud Hassan said.He said some of the 16 civilians earlier reported wounded in the suicide bombing had died of their injuries in hospital. Among the dead were local government officials.In another incident on Saturday, one person was killed and six others wounded when an explosive device went off in a teashop in Bosaso, the commercial capital of the northern state of Puntland, police said.No-one has yet claimed responsibility for that blast.
Our cod",1,0,0,0
"hina’s Foreign Minister on Saturday urged the West to respect Russia’s concerns over Ukraine and questioned if an eastward NATO expansion would guarantee peace.“Ukraine should be a bridge linking East and West, not a frontline,” Wang Yi told the Munich Security Conference on video-link.“All parties have the right to raise their concerns, while the reasonable concerns of Russia should also be respected and heeded,” he said, speaking through an interpreter during the event.
Our code of e",1,0,0,0
"n air raid on a rebel base “neutralised” 57 “terrorists” in northern Mali where eight soldiers were also killed in fighting, the army said on Saturday.Friday’s air force strike targeted a “terrorist base” and “violent clashes” led to the soldiers’ deaths, a statement said.The troops were targeted by “unidentified armed men” in the Archam region near the border with restive Burkina Faso and Niger, the statement said. About 40 civilians were killed this week in this zone where rival jihadist groups, including the Islamic State, operate, locals said.
Our c",1,0,0,0
